"id","country","date","village","year","region","leaders_killed","leader_names","leader_description","militants_low","militants_high","militants_avg","unknown_low","unknown_high","unknown_avg","civilians_low","civilians_high","civilians_avg","total_low","total_high","total_avg","president","president_bush","president_obama","president_trump","target_type","target_description","target_organization_name","geo_lat","geo_lon","province","strike_type","notes","_id_deprecated","sources_deprecated","source1_name","source1_url","source2_name","source2_url","source3_name","source3_url","source4_name","source4_url","source5_name","source5_url","source6_name","source6_url","source7_name","source7_url","sources_combined","militants_lowhigh","unknown_lowhigh","civilians_lowhigh","total_lowhigh","leader_percent",""
"2","Pakistan","6/19/2004","Wana","2004","South Waziristan","1","Nek Muhammad","Commander, Taliban","1","1","1","5","5","5","1","1","1","7","7","7","Bush","1","0","0","House","Nek Muhammad","Taliban","32.307446","69.56543","Federally Administered Tribal Areas",,,"810","<li>New York Times: <a href=""http://www.nytimes.com/2004/06/19/international/asia/19STAN.html"" target=""_blank"">http://www.nytimes.com/2004/06/19/international/asia/19STAN.html</a></li>\n <li>CNN: <a href=""http://edition.cnn.com/2004/WORLD/asiapcf/06/18/pakistan.tribal/"" target=""_blank"">http://edition.cnn.com/2004/WORLD/asiapcf/06/18/pakistan.tribal/</a></li>","New York Times","http://www.nytimes.com/2004/06/19/world/the-reach-of-war-militants-ex-fighter-for-taliban-dies-in-strike-in-pakistan.html","\n CNN","http://edition.cnn.com/2004/WORLD/asiapcf/06/18/pakistan.tribal/","New York Times","http://www.nytimes.com/2013/04/07/world/asia/origins-of-cias-not-so-secret-drone-war-in-pakistan.html?pagewanted=print",,,,,,,,,"<a href='http://www.nytimes.com/2004/06/19/world/the-reach-of-war-militants-ex-fighter-for-taliban-dies-in-strike-in-pakistan.html'>New York Times</a>, <a href='http://edition.cnn.com/2004/WORLD/asiapcf/06/18/pakistan.tribal/'>\n CNN</a>, <a href='http://www.nytimes.com/2013/04/07/world/asia/origins-of-cias-not-so-secret-drone-war-in-pakistan.html?pagewanted=print'>New York Times</a>","1","5","1","7","0.1428571429",
"3","Pakistan","5/8/2005","Toorikhel, Mirali","2005","North Waziristan","1","Haitham al-Yemeni","Explosives expert, al Qaeda","2","2","2",,,,,,,"2","2","2","Bush","1","0","0","Unclear","Haitham al-Yemeni","Al-Qaeda","32.987644","70.261345","Federally Administered Tribal Areas",,,"811","<li>Washington Post: <a href=""http://www.washingtonpost.com/wp-dyn/articles/A60743-2005May15.htmlCNN"" target=""_blank"">http://www.washingtonpost.com/wp-dyn/articles/A60743-2005May15.htmlCNN</a></li>\n <li>: <a href="""" target=""_blank""></a></li>","Washington Post","http://www.washingtonpost.com/wp-dyn/content/article/2005/05/14/AR2005051401121.html","NBC","http://www.nbcnews.com/id/7847008/ns/us_news-security/t/cia-drone-kills-al-qaida-operative/#.WLCrCG8rKM8",,,,,,,,,,,"<a href='http://www.washingtonpost.com/wp-dyn/content/article/2005/05/14/AR2005051401121.html'>Washington Post</a>, <a href='http://www.nbcnews.com/id/7847008/ns/us_news-security/t/cia-drone-kills-al-qaida-operative/#.WLCrCG8rKM8'>NBC</a>","2",,,"2","0.5",
"4","Pakistan","11/5/2005","Haisori","2005","North Waziristan","0",,,"0","0","0","4","4","4","4","4","4","8","8","8","Bush","1","0","0","House","Abu Hamza Rabia","Al-Qaeda","33.010391","70.043335","Federally Administered Tribal Areas",,,"812","<p>Christian Science Monitor: http://www.csmonitor.com/2005/1205/p04s02-wosc.html<br />CNN: http://www.cnn.com/2005/WORLD/asiapcf/12/03/pakistan.rabia/</p>","Christian Science Monitor"," http://www.csmonitor.com/2005/1205/p04s02-wosc.html","CNN"," http://www.cnn.com/2005/WORLD/asiapcf/12/03/pakistan.rabia/",,,,,,,,,,,"<a href=' http://www.csmonitor.com/2005/1205/p04s02-wosc.html'>Christian Science Monitor</a>, <a href=' http://www.cnn.com/2005/WORLD/asiapcf/12/03/pakistan.rabia/'>CNN</a>",,"4","4","8","0",
"5","Pakistan","12/1/2005","Patasi Adda","2005","North Waziristan","1","Abu Hamza Rabia","Senior Commander, al Qaeda","3","3","3","2","2","2","0","0","0","5","5","5","Bush","1","0","0","Unclear","Abu Hamza Rabia","Al-Qaeda","32.09686","70.2657","Federally Administered Tribal Areas",,,"813",,"Washington Post","http://www.washingtonpost.com/wp-dyn/content/article/2005/12/03/AR2005120301473.html","CNN","http://www.cnn.com/2005/WORLD/asiapcf/12/03/pakistan.rabia/","Telegraph","http://www.telegraph.co.uk/news/worldnews/asia/pakistan/1504718/Al-Qaeda-number-three-killed-by-CIA-spy-plane-in-Pakistan.html",,,,,,,,,"<a href='http://www.washingtonpost.com/wp-dyn/content/article/2005/12/03/AR2005120301473.html'>Washington Post</a>, <a href='http://www.cnn.com/2005/WORLD/asiapcf/12/03/pakistan.rabia/'>CNN</a>, <a href='http://www.telegraph.co.uk/news/worldnews/asia/pakistan/1504718/Al-Qaeda-number-three-killed-by-CIA-spy-plane-in-Pakistan.html'>Telegraph</a>","3","2",,"5","0.2",
"6","Pakistan","1/6/2006","Damadola","2006","Bajaur","0",,,"0","0","0","0","0","0","8","18","13","8","18","13","Bush","1","0","0","Gathering","Abu Khabab al Masri, Ayman al-Zawahiri","Al-Qaeda","34.801682","71.472588","Federally Administered Tribal Areas",,,"814","<p>CNN: http://www.cnn.com/2008/WORLD/asiapcf/07/29/pakistan.strike/index.html</p>","CNN"," http://www.cnn.com/2008/WORLD/asiapcf/07/29/pakistan.strike/index.html",,,,,,,,,,,,,"<a href=' http://www.cnn.com/2008/WORLD/asiapcf/07/29/pakistan.strike/index.html'>CNN</a>",,,"Between 8 and 18","Between 8 and 18","0",
"7","Pakistan","10/30/2006","Chenagai, six miles north of Khar","2006","Bajaur",,,,"1","1","1",,,,"79","81","80","80","82","81","Bush","1","0","0","House",,"Al-Qaeda","34.841988","71.49765","Federally Administered Tribal Areas",,,"815","<p>AP: http://web.archive.org/web/20061101153515/http://www.cnn.com/2006/WORLD/asiapcf/10/30/pakistan.militants.ap/index.html</p>\n <p>BBC: http://news.bbc.co.uk/2/hi/south_asia/6097636.stm</p>\n <p>Dawn: http://www.dawn.com/news/216918/82-die-as-missiles-rain-on-bajaur-pakistan-owns-up-to-strike-locals-blame-us-drones</p>\n <p>IPS: http://www.ipsnews.net/2011/08/why-pakistani-military-demands-a-veto-on-drone-strikes/</p>\n <p>NYT: http://www.nytimes.com/2006/10/31/world/asia/31pakistan.html?_r=0</p>\n <p>Post: http://www.washingtonpost.com/wp-dyn/content/article/2006/10/30/AR2006103000176.html?nav=rss_world</p>\n <p>Post: http://www.washingtonpost.com/world/national-security/at-cia-a-convert-to-islam-leads-the-terrorism-hunt/2012/03/23/gIQA2mSqYS_story_3.html</p>","AP"," http://web.archive.org/web/20061101153515/http://www.cnn.com/2006/WORLD/asiapcf/10/30/pakistan.militants.ap/index.html","\n BBC"," http://news.bbc.co.uk/2/hi/south_asia/6097636.stm","\n Dawn"," http://www.dawn.com/news/216918/82-die-as-missiles-rain-on-bajaur-pakistan-owns-up-to-strike-locals-blame-us-drones","\n IPS"," http://www.ipsnews.net/2011/08/why-pakistani-military-demands-a-veto-on-drone-strikes/","\n New York Times"," http://www.nytimes.com/2006/10/31/world/asia/31pakistan.html?_r=0","\n Post"," http://www.washingtonpost.com/wp-dyn/content/article/2006/10/30/AR2006103000176.html?nav=rss_world","\n Post"," http://www.washingtonpost.com/world/national-security/at-cia-a-convert-to-islam-leads-the-terrorism-hunt/2012/03/23/gIQA2mSqYS_story_3.html","<a href=' http://web.archive.org/web/20061101153515/http://www.cnn.com/2006/WORLD/asiapcf/10/30/pakistan.militants.ap/index.html'>AP</a>, <a href=' http://news.bbc.co.uk/2/hi/south_asia/6097636.stm'>\n BBC</a>, <a href=' http://www.dawn.com/news/216918/82-die-as-missiles-rain-on-bajaur-pakistan-owns-up-to-strike-locals-blame-us-drones'>\n Dawn</a>, <a href=' http://www.ipsnews.net/2011/08/why-pakistani-military-demands-a-veto-on-drone-strikes/'>\n IPS</a>, <a href=' http://www.nytimes.com/2006/10/31/world/asia/31pakistan.html?_r=0'>\n New York Times</a>, <a href=' http://www.washingtonpost.com/wp-dyn/content/article/2006/10/30/AR2006103000176.html?nav=rss_world'>\n Post</a>, <a href=' http://www.washingtonpost.com/world/national-security/at-cia-a-convert-to-islam-leads-the-terrorism-hunt/2012/03/23/gIQA2mSqYS_story_3.html'>\n Post</a>","1",,"Between 79 and 81","Between 80 and 82","0",
"8","Pakistan","1/16/2007","Salamat Keley, Zamazola","2007","South Waziristan","0",,,"12","22","17","8","8","8",,,,"20","30","25","Bush","1","0","0","Training camp",,"Al-Qaeda","32.844982","69.56543","Federally Administered Tribal Areas",,,"816","<p>Reuters: http://www.alertnet.org/thenews/newsdesk/SP307520.htm<br />BBC: http://news.bbc.co.uk/2/hi/south_asia/6280153.stm<br />Wash Post: http://www.washingtonpost.com/wp-dyn/content/article/2007/01/15/AR2007011501358_pf.html</p>","Reuters"," http://www.alertnet.org/thenews/newsdesk/SP307520.htm","BBC"," http://news.bbc.co.uk/2/hi/south_asia/6280153.stm","Wash Post"," http://www.washingtonpost.com/wp-dyn/content/article/2007/01/15/AR2007011501358_pf.html",,,,,,,,,"<a href=' http://www.alertnet.org/thenews/newsdesk/SP307520.htm'>Reuters</a>, <a href=' http://news.bbc.co.uk/2/hi/south_asia/6280153.stm'>BBC</a>, <a href=' http://www.washingtonpost.com/wp-dyn/content/article/2007/01/15/AR2007011501358_pf.html'>Wash Post</a>","Between 12 and 22","8",,"Between 20 and 30","0",
"9","Pakistan","4/27/2007","Danda Saidgai, 15 km north of Miram Shah","2007","North Waziristan","0",,,"0","0","0","3","4","3.5",,,,"3","4","3.5","Bush","1","0","0","House",,"Taliban","33.109947","70.068054","Federally Administered Tribal Areas",,,"817","<p>Daily Times of Pakistan: http://www.dailytimes.com.pk/default.asp?page=2007%5C04%5C28%5Cstory_28-4-2007_pg7_1<br />Dawn: http://www.dawn.com/2007/04/28/top1.htm<br />Reuters: http://www.reuters.com/article/idUSISL11111020070427</p>","Daily Times of Pakistan"," http://www.dailytimes.com.pk/default.asp?page=2007%5C04%5C28%5Cstory_28-4-2007_pg7_1","Dawn"," http://www.dawn.com/2007/04/28/top1.htm","Reuters"," http://www.reuters.com/article/idUSISL11111020070427",,,,,,,,,"<a href=' http://www.dailytimes.com.pk/default.asp?page=2007%5C04%5C28%5Cstory_28-4-2007_pg7_1'>Daily Times of Pakistan</a>, <a href=' http://www.dawn.com/2007/04/28/top1.htm'>Dawn</a>, <a href=' http://www.reuters.com/article/idUSISL11111020070427'>Reuters</a>",,"Between 3 and 4",,"Between 3 and 4","0",
"10","Pakistan","6/19/2007","Mami Rogha, 26 miles west of Miram Shah","2007","North Waziristan","0",,,"20","34","27",,,,,,,"20","34","27","Bush","1","0","0","Training camp",,"Al-Qaeda","32.991386","70.291901","Federally Administered Tribal Areas",,,"818","<p>Reuters: http://www.reuters.com/article/worldNews/idUSISL13654620070619?pageNumber=1</p>","Reuters"," http://www.reuters.com/article/worldNews/idUSISL13654620070619?pageNumber=1",,,,,,,,,,,,,"<a href=' http://www.reuters.com/article/worldNews/idUSISL13654620070619?pageNumber=1'>Reuters</a>","Between 20 and 34",,,"Between 20 and 34","0",
"11","Pakistan","11/2/2007","Outside Miram Shah","2007","North Waziristan","0",,,"5","9","7",,,,,,,"5","9","7","Bush","1","0","0","Compound",,"Taliban","32.992538","70.098953","Federally Administered Tribal Areas",,,"819","<p>New York Times: http://www.nytimes.com/2007/11/03/world/asia/03drone.html?_r=1</p>","New York Times"," http://www.nytimes.com/2007/11/03/world/asia/03drone.html?_r=1",,,,,,,,,,,,,"<a href=' http://www.nytimes.com/2007/11/03/world/asia/03drone.html?_r=1'>New York Times</a>","Between 5 and 9",,,"Between 5 and 9","0",
"12","Pakistan","1/29/2008","Near Mir Ali","2008","North Waziristan","1","Abu Laith al-Libi","Senior Commander, al Qaeda","12","13","12.5","0","0","0",,,,"12","13","12.5","Bush","1","0","0","Unclear","Abu Laith al Libi","Al-Qaeda","32.99398","70.237999","Federally Administered Tribal Areas",,,"820","<li>CNN: <a href=""http://www.cnn.com/2008/US/01/31/alqaeda.death/index.htmlWashington Post"" target=""_blank"">http://www.cnn.com/2008/US/01/31/alqaeda.death/index.htmlWashington Post</a></li>\n <li>: <a href="""" target=""_blank""></a></li>","Dawn","https://www.dawn.com/news/287402/top-al-qaeda-man-laith-al-libi-killed","CNN","http://edition.cnn.com/2008/US/01/31/alqaeda.death/index.html?eref=rss_us","ODNI","https://www.dni.gov/files/documents/ubl2016/english/Dear%20honorable%20brother%20Shaykh%20Azmaray.pdf",,,,,,,,,"<a href='https://www.dawn.com/news/287402/top-al-qaeda-man-laith-al-libi-killed'>Dawn</a>, <a href='http://edition.cnn.com/2008/US/01/31/alqaeda.death/index.html?eref=rss_us'>CNN</a>, <a href='https://www.dni.gov/files/documents/ubl2016/english/Dear%20honorable%20brother%20Shaykh%20Azmaray.pdf'>ODNI</a>","Between 12 and 13",,,"Between 12 and 13","0.08",
"13","Pakistan","2/28/2008","Azam Warzak","2008","South Waziristan","0",,,"8","13","10.5",,,,,,,"8","13","10.5","Bush","1","0","0","Training camp",,"Al-Qaeda","32.308025","69.409561","Federally Administered Tribal Areas",,,"821","<p>Dawn: http://www.dawn.com/2008/02/28/welcome.htm<br />Washington Post: http://www.washingtonpost.com/wp-dyn/content/story/2008/03/27/ST2008032700935.html</p>","Dawn"," http://www.dawn.com/2008/02/28/welcome.htm","Washington Post"," http://www.washingtonpost.com/wp-dyn/content/story/2008/03/27/ST2008032700935.html",,,,,,,,,,,"<a href=' http://www.dawn.com/2008/02/28/welcome.htm'>Dawn</a>, <a href=' http://www.washingtonpost.com/wp-dyn/content/story/2008/03/27/ST2008032700935.html'>Washington Post</a>","Between 8 and 13",,,"Between 8 and 13","0",
"14","Pakistan","3/16/2008","Dhook Pir Bagh, near Wana","2008","South Waziristan","0",,,"7","20","13.5",,,,,,,"7","20","13.5","Bush","1","0","0","House",,"Al-Qaeda","32.316151","69.462433","Federally Administered Tribal Areas",,,"822","<p>Agence France Press: http://afp.google.com/article/ALeqM5ieNDdDm_oqTjerCGSuiRSfmVk0gA</p>","Agence France Press"," http://afp.google.com/article/ALeqM5ieNDdDm_oqTjerCGSuiRSfmVk0gA",,,,,,,,,,,,,"<a href=' http://afp.google.com/article/ALeqM5ieNDdDm_oqTjerCGSuiRSfmVk0gA'>Agence France Press</a>","Between 7 and 20",,,"Between 7 and 20","0",
"15","Pakistan","5/14/2008","Damadola","2008","Bajaur","1","Abu Sulayman Jazairi","Weapons Expert, al Qaeda","1","1","1","12","15","13.5","0","0","0","13","16","14.5","Bush","1","0","0","Compound","Abu Sulayman Jazairi","Al-Qaeda","34.809856","71.531296","Federally Administered Tribal Areas",,,"823","<li>Daily Times of Pakistan: <a href=""http://www.dailytimes.com.pk/default.asp?page=2008%5C05%5C25%5Cstory_25-5-2008_pg7_1Dawn"" target=""_blank"">http://www.dailytimes.com.pk/default.asp?page=2008%5C05%5C25%5Cstory_25-5-2008_pg7_1Dawn</a></li>\n <li>: <a href="""" target=""_blank""></a></li>","LA Times","http://articles.latimes.com/2008/may/24/world/fg-militant24","Guardian","https://www.theguardian.com/world/2008/jun/01/alqaida.pakistan","Dawn","https://www.dawn.com/news/302874",,,,,,,,,"<a href='http://articles.latimes.com/2008/may/24/world/fg-militant24'>LA Times</a>, <a href='https://www.theguardian.com/world/2008/jun/01/alqaida.pakistan'>Guardian</a>, <a href='https://www.dawn.com/news/302874'>Dawn</a>","1","Between 12 and 15",,"Between 13 and 16","0.06896551724",
"16","Pakistan","6/14/2008","Makeen","2008","South Waziristan","0",,,"1","1","1",,,,,,,"1","1","1","Bush","1","0","0","House","Baitullah Mehsud","Baitullah Mehsud Faction","32.622604","69.829102","Federally Administered Tribal Areas",,,"824","<p>GeoTV: http://www.geo.tv/6-15-2008/19301.htm</p>","GeoTV"," http://www.geo.tv/6-15-2008/19301.htm",,,,,,,,,,,,,"<a href=' http://www.geo.tv/6-15-2008/19301.htm'>GeoTV</a>","1",,,"1","0",
"17","Pakistan","7/28/2008","Zeralita in the Azam Warsak region","2008","South Waziristan","1","Abu Khabab al Masri, aka Midhat Mursi al-Sayid Umar","Chemist and bombmaker, al Qaeda","4","6","5","0","0","0","0","0","0","4","6","5","Bush","1","0","0","Madrassa","Abu Khabab al Masri","Al-Qaeda","32.288296","69.439774","Federally Administered Tribal Areas",,,"825","<p>BBC News: http://news.bbc.co.uk/2/hi/south_asia/7529419.stm<br />GeoTV: http://www.geo.tv/7-28-2008/21535.htm<br />Agence France Press: http://www2.canada.com/burnabynow/news/opinion/story.html?id=d0ad78fc-9a6b-4a01-b5f0-51a26e90168b<br />Forbes: http://w</p>","BBC News"," http://news.bbc.co.uk/2/hi/south_asia/7529419.stm","Guardian","https://www.theguardian.com/world/2008/aug/03/alqaida.terrorism","CBS","http://www.cbsnews.com/news/officials-al-qaedas-mad-scientist-killed-28-07-2008/","CNN","http://www.cnn.com/2008/WORLD/asiapcf/08/03/terrorist.killed/",,,,,,,"<a href=' http://news.bbc.co.uk/2/hi/south_asia/7529419.stm'>BBC News</a>, <a href='https://www.theguardian.com/world/2008/aug/03/alqaida.terrorism'>Guardian</a>, <a href='http://www.cbsnews.com/news/officials-al-qaedas-mad-scientist-killed-28-07-2008/'>CBS</a>, <a href='http://www.cnn.com/2008/WORLD/asiapcf/08/03/terrorist.killed/'>CNN</a>","Between 4 and 6",,,"Between 4 and 6","0.2",
"18","Pakistan","8/12/2008","Bhagar, 22 miles west of Wana","2008","South Waziristan","1","Abdul Rehman","Commander, Taliban","9","12","10.5","0","0","0","0","0","0","9","12","10.5","Bush","1","0","0","Compound","Abdul Rehman, Taliban commander","Taliban","32.311508","69.320984","Federally Administered Tribal Areas",,,"826","<p>GeoTV: http://www.geo.tv/8-13-2008/22577.htm<br />Jerusalem Post: http://www.jpost.com/servlet/Satellite?cid=1218446188607&amp;pagename=JPost%2FJPArticle%2FShowFull<br />Reuters: http://www.reuters.com/article/idUSSP214742<br />LWJ: http://www.longwarjournal.</p>","The Nation"," http://nation.com.pk/islamabad/13-Aug-2008/Taliban-commander-9-others-killed-in-SWaziristan-missile-attack","Reuters","http://www.reuters.com/article/idUSSP214742",,,,,,,,,,,"<a href=' http://nation.com.pk/islamabad/13-Aug-2008/Taliban-commander-9-others-killed-in-SWaziristan-missile-attack'>The Nation</a>, <a href='http://www.reuters.com/article/idUSSP214742'>Reuters</a>","Between 9 and 12",,,"Between 9 and 12","0.09523809524",
"19","Pakistan","8/20/2008","Wana","2008","South Waziristan","0",,,"5","10","7.5",,,,,,,"5","10","7.5","Bush","1","0","0","House","Haji Yaqub, Mullah Nazir","Al-Qaeda","32.301064","69.598389","Federally Administered Tribal Areas",,,"827","<p>Agence France Press: http://afp.google.com/article/ALeqM5grLj6xRsGSHp7FJtyLelxa6i3omA</p>","Agence France Press"," http://afp.google.com/article/ALeqM5grLj6xRsGSHp7FJtyLelxa6i3omA",,,,,,,,,,,,,"<a href=' http://afp.google.com/article/ALeqM5grLj6xRsGSHp7FJtyLelxa6i3omA'>Agence France Press</a>","Between 5 and 10",,,"Between 5 and 10","0",
"21","Pakistan","8/30/2008","Korzai region near Wana","2008","South Waziristan","0",,,"5","6","5.5",,,,,,,"5","6","5.5","Bush","1","0","0","House","Noor Khan Wazir, Mullah Nazir","Taliban","32.326595","69.521484","Federally Administered Tribal Areas",,,"829","<p>Daily Times of Pakistan: http://www.dailytimes.com.pk/default.asp?page=2008%5C08%5C31%5Cstory_31-8-2008_pg7_5</p>","Daily Times of Pakistan"," http://www.dailytimes.com.pk/default.asp?page=2008%5C08%5C31%5Cstory_31-8-2008_pg7_5",,,,,,,,,,,,,"<a href=' http://www.dailytimes.com.pk/default.asp?page=2008%5C08%5C31%5Cstory_31-8-2008_pg7_5'>Daily Times of Pakistan</a>","Between 5 and 6",,,"Between 5 and 6","0",
"22","Pakistan","8/31/2008","Tappi, Miram Shah","2008","North Waziristan","0",,,"4","6","5","0","0","0","2","2","2","6","8","7","Bush","1","0","0","Unclear",,"Unclear","33.01442","70.061188","Federally Administered Tribal Areas",,,"830","<p>GeoTV: http://www.geo.tv/9-1-2008/23919.htm<br />PBS: http://www.pbs.org/wgbh/pages/frontline/taliban/militants/haqqani.html</p>","GeoTV"," http://www.geo.tv/9-1-2008/23919.htm","PBS"," http://www.pbs.org/wgbh/pages/frontline/taliban/militants/haqqani.html",,,,,,,,,,,"<a href=' http://www.geo.tv/9-1-2008/23919.htm'>GeoTV</a>, <a href=' http://www.pbs.org/wgbh/pages/frontline/taliban/militants/haqqani.html'>PBS</a>","Between 4 and 6",,"2","Between 6 and 8","0",
"23","Pakistan","9/4/2008","Char Khel","2008","North Waziristan","0","Abu Wafa Al Saudi","Logistics Expert, al Qaeda","0","0","0","4","7","5.5",,,,"4","7","5.5","Bush","1","0","0","House",,"Haqqani Network","33.016724","69.848328","Federally Administered Tribal Areas",,,"831","<p>Long War Journal: http://www.longwarjournal.org/archives/2008/09/report_us_airstrike.php<br />WSJ: http://online.wsj.com/article/SB124743959026229517.html<br />LWJ: http://www.longwarjournal.org/archives/2008/09/report_us_airstrike.php</p>","Long War Journal"," http://www.longwarjournal.org/archives/2008/09/report_us_airstrike.php","WSJ"," http://online.wsj.com/article/SB124743959026229517.html","LWJ"," http://www.longwarjournal.org/archives/2008/09/report_us_airstrike.php","Dawn","https://www.dawn.com/news/855031/drone-strikes-killed-high-value-targets-us-tells-pakistan",,,,,,,"<a href=' http://www.longwarjournal.org/archives/2008/09/report_us_airstrike.php'>Long War Journal</a>, <a href=' http://online.wsj.com/article/SB124743959026229517.html'>WSJ</a>, <a href=' http://www.longwarjournal.org/archives/2008/09/report_us_airstrike.php'>LWJ</a>, <a href='https://www.dawn.com/news/855031/drone-strikes-killed-high-value-targets-us-tells-pakistan'>Dawn</a>",,"Between 4 and 7",,"Between 4 and 7","0",
"24","Pakistan","9/5/2008","Gurwak","2008","North Waziristan","0",,,"0","5","2.5","0","0","0","5","7","6","5","12","8.5","Bush","1","0","0","Unclear",,"Unclear","33.046658","69.539337","Federally Administered Tribal Areas",,,"832","<p>GeoTV: http://www.geo.tv/9-5-2008/24236.htm<br />Reuters: http://in.reuters.com/article/southAsiaNews/idINIndia-35333120080905<br />Wash Post: http://www.washingtonpost.com/wp-dyn/content/article/2008/09/05/AR2008090503649.html<br />NYT: http://www.nytime</p>","GeoTV"," http://www.geo.tv/9-5-2008/24236.htm","Reuters"," http://in.reuters.com/article/southAsiaNews/idINIndia-35333120080905","Wash Post"," http://www.washingtonpost.com/wp-dyn/content/article/2008/09/05/AR2008090503649.html","New York Times"," http://www.nytime",,,,,,,"<a href=' http://www.geo.tv/9-5-2008/24236.htm'>GeoTV</a>, <a href=' http://in.reuters.com/article/southAsiaNews/idINIndia-35333120080905'>Reuters</a>, <a href=' http://www.washingtonpost.com/wp-dyn/content/article/2008/09/05/AR2008090503649.html'>Wash Post</a>, <a href=' http://www.nytime'>New York Times</a>",,,"Between 5 and 7","Between 5 and 12","0",
"25","Pakistan","9/8/2008","Danda Darpa Khel, outside Miram Shah","2008","North Waziristan","1","Abu Haris","al Qaeda chief in Pakistan","4","4","4","16","18","17","0","3","1.5","20","25","22.5","Bush","1","0","0","Compound","Abu Haris","Al-Qaeda","33.01442","70.085907","Federally Administered Tribal Areas",,,"833","<li>CNN: <a href=""http://edition.cnn.com/2008/WORLD/asiapcf/09/09/pakistan.alqaeda.killed/index.html"" target=""_blank"">http://edition.cnn.com/2008/WORLD/asiapcf/09/09/pakistan.alqaeda.killed/index.html</a></li>\n <li>: <a href="""" target=""_blank""></a></li>","CNN","http://www.cnn.com/2008/WORLD/asiapcf/09/09/pakistan.alqaeda.killed/index.html","Guardian","https://www.theguardian.com/world/2008/sep/10/usa.pakistan",,,,,,,,,,,"<a href='http://www.cnn.com/2008/WORLD/asiapcf/09/09/pakistan.alqaeda.killed/index.html'>CNN</a>, <a href='https://www.theguardian.com/world/2008/sep/10/usa.pakistan'>Guardian</a>","4","Between 16 and 18",,"Between 20 and 25","0.04444444444",
"26","Pakistan","9/12/2008","Tol Khel on the outskirts of Miram Shah","2008","North Waziristan","0",,,"8","8","8","4","4","4","0","0","0","12","12","12","Bush","1","0","0","House",,"Unclear","33.004059","70.074921","Federally Administered Tribal Areas",,,"834","<p>AFP: http://www.thestandard.com.hk/breaking_news_detail.asp?id=5916&amp;icid=4&amp;d_str=20080912<br />SATP: http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/Al_badr.htm</p>","AFP"," http://www.thestandard.com.hk/breaking_news_detail.asp?id=5916&amp;icid=4&amp;d_str=20080912","SATP"," http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/Al_badr.htm",,,,,,,,,,,"<a href=' http://www.thestandard.com.hk/breaking_news_detail.asp?id=5916&amp;icid=4&amp;d_str=20080912'>AFP</a>, <a href=' http://www.satp.org/satporgtp/countries/india/states/jandk/terrorist_outfits/Al_badr.htm'>SATP</a>","8","4",,"12","0",
"27","Pakistan","9/17/2008","Baghar Cheena region, 55km west of Wana","2008","South Waziristan","1","Abu Ubaydah al Tunisi, probably","Mid-level al Qaeda leader. ","5","7","6",,,,,,,"5","7","6","Bush","1","0","0","Training camp",,"Taliban","32.500496","69.283905","Federally Administered Tribal Areas",,,"835","<li>Reuters: <a href=""http://www.reuters.com/article/topNews/idUSISL27126520080917GeoTV"" target=""_blank"">http://www.reuters.com/article/topNews/idUSISL27126520080917GeoTV</a></li>\n <li>: <a href="""" target=""_blank""></a></li>","Dawn","https://www.dawn.com/news/853661/high-value-targets-hit-by-drones-us-paper","BBC News","http://news.bbc.co.uk/2/hi/south_asia/7621616.stm","New York Times","http://www.nytimes.com/2008/09/18/world/asia/18pstan.html",,,,,,,,,"<a href='https://www.dawn.com/news/853661/high-value-targets-hit-by-drones-us-paper'>Dawn</a>, <a href='http://news.bbc.co.uk/2/hi/south_asia/7621616.stm'>BBC News</a>, <a href='http://www.nytimes.com/2008/09/18/world/asia/18pstan.html'>New York Times</a>","Between 5 and 7",,,"Between 5 and 7","0.1666666667",
"28","Pakistan","10/1/2008","Khusali Toorikhel, near Mir Ali","2008","North Waziristan","0",,,"4","5","4.5",,,,,,,"4","5","4.5","Bush","1","0","0","Unclear",,"Unclear","32.97699","70.303574","Federally Administered Tribal Areas",,,"836","<p>GeoTV: http://www.geo.tv/10-1-2008/26034.htm<br />LWJ: http://www.longwarjournal.org/archives/2008/10/taliban_baitullah_me.php</p>","GeoTV"," http://www.geo.tv/10-1-2008/26034.htm","LWJ"," http://www.longwarjournal.org/archives/2008/10/taliban_baitullah_me.php",,,,,,,,,,,"<a href=' http://www.geo.tv/10-1-2008/26034.htm'>GeoTV</a>, <a href=' http://www.longwarjournal.org/archives/2008/10/taliban_baitullah_me.php'>LWJ</a>","Between 4 and 5",,,"Between 4 and 5","0",
"29","Pakistan","10/3/2008","Mohammad Khel, near Datta Khel","2008","North Waziristan","0",,,"8","21","14.5",,,,,,,"8","21","14.5","Bush","1","0","0","Unclear",,"Unclear","32.998299","69.723358","Federally Administered Tribal Areas",,,"837","<p>GeoTV: http://www.geo.tv/10-4-2008/26211.htm<br />LWJ: http://www.longwarjournal.org/archives/2008/10/us_conducts_two_stri.php</p>","GeoTV"," http://www.geo.tv/10-4-2008/26211.htm","LWJ"," http://www.longwarjournal.org/archives/2008/10/us_conducts_two_stri.php",,,,,,,,,,,"<a href=' http://www.geo.tv/10-4-2008/26211.htm'>GeoTV</a>, <a href=' http://www.longwarjournal.org/archives/2008/10/us_conducts_two_stri.php'>LWJ</a>","Between 8 and 21",,,"Between 8 and 21","0",
