"id","country","date","village","year","region","leaders_killed","leader_names","leader_description","militants_low","militants_high","militants_avg","unknown_low","unknown_high","unknown_avg","civilians_low","civilians_high","civilians_avg","total_low","total_high","total_avg","president","president_bush","president_obama","president_trump","target_type","target_description","target_organization_name","geo_lat","geo_lon","province","strike_type","notes","_id_deprecated","sources_deprecated","source1_name","source1_url","source2_name","source2_url","source3_name","source3_url","source4_name","source4_url","source5_name","source5_url","source6_name","source6_url","source7_name","source7_url","sources_combined","militants_lowhigh","unknown_lowhigh","civilians_lowhigh","total_lowhigh","leader_percent",""
"84","Pakistan","9/8/2009","Dargamandi village, 3 miles northwest of Miram Shah","2009","North Waziristan","0",,,"4","5","4.5","5","5","5",,,,"9","10","9.5","Obama","0","1","0","House","Ismail Khan, local tribesman","Unclear","33.046082","70.019989","Federally Administered Tribal Areas",,,"891","<p>AFP: http://www.google.com/hostednews/afp/article/ALeqM5ig_Wmpl0NFI9qedI39BXAPcDYlJw<br />Geo TV: http://geo.tv/9-8-2009/48908.htm<br />Al Jazeera: http://english.aljazeera.net/news/asia/2009/09/20099815473888170.html<br />Reuters: http://www.nytimes.com/</p>","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5ig_Wmpl0NFI9qedI39BXAPcDYlJw","Geo TV"," http://geo.tv/9-8-2009/48908.htm","Al Jazeera"," http://english.aljazeera.net/news/asia/2009/09/20099815473888170.html","Reuters"," http://www.nytimes.com/",,,,,,,"<a href=' http://www.google.com/hostednews/afp/article/ALeqM5ig_Wmpl0NFI9qedI39BXAPcDYlJw'>AFP</a>, <a href=' http://geo.tv/9-8-2009/48908.htm'>Geo TV</a>, <a href=' http://english.aljazeera.net/news/asia/2009/09/20099815473888170.html'>Al Jazeera</a>, <a href=' http://www.nytimes.com/'>Reuters</a>","Between 4 and 5","5",,"Between 9 and 10","0",
"85","Pakistan","9/14/2009","Toori Khel, near Mir Ali","2009","North Waziristan","1","Najmiddin Kamolitdinovic Jalolov","Nazimuddin Zalalov also known as Yahyo was a senior Uzbeck militant linked with Al Qaeda.","4","6","5",,,,,,,"4","6","5","Obama","0","1","0","Vehicle",,"Taliban","32.959129","70.287094","Federally Administered Tribal Areas",,,"892","<li>AP: <a href=""http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9AOTMGO3NYT"" target=""_blank"">http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9AOTMGO3NYT</a></li>\n <li>hpwGeo TV: <a href=""http://www.geo.tv/9-17-2009/49320.htmWSJ"" target=""_blank"">http://www.geo.tv/9-17-2009/49320.htmWSJ</a></li>\n <li>BBC: <a href=""http://news.bbc.co.uk/2/hi/south_asia/8253841.stm"" target=""_blank"">http://news.bbc.co.uk/2/hi/south_asia/8253841.stm</a></li>\n <li>CNN: <a href=""http://edition.cnn.com/2009/WORLD/asiapcf/09/14/pakistan.attacks/"" target=""_blank"">http://edition.cnn.com/2009/WORLD/asiapcf/09/14/pakistan.attacks/</a></li>\n <li>nytimes: <a href=""http://www.nytimes.com/2009/09/18/world/asia/18pstan.html?_r=2&hpw"" target=""_blank"">http://www.nytimes.com/2009/09/18/world/asia/18pstan.html?_r=2&hpw</a></li>","\nNew York Times"," http://www.nytimes.com/2009/09/18/world/asia/18pstan.html?_r=2&hpw target=_blank","\nReuters ","http://www.reuters.com/article/idUSISL412179",,,"\n",,,,,,,,"<a href=' http://www.nytimes.com/2009/09/18/world/asia/18pstan.html?_r=2&hpw target=_blank'>\nNew York Times</a>, <a href='http://www.reuters.com/article/idUSISL412179'>\nReuters </a>","Between 4 and 6",,,"Between 4 and 6","0.2",
"86","Pakistan","9/24/2009","Near Mir Ali","2009","North Waziristan","0",,,"3","12","7.5",,,,,,,"3","12","7.5","Obama","0","1","0","House",,"Haqqani Network","32.97123","70.245895","Federally Administered Tribal Areas",,,"893","<p>BBC: http://news.bbc.co.uk/2/hi/south_asia/8273997.stm<br />AP: http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9ATSGO00<br />Reuters: http://www.reuters.com/article/latestCrisis/idUSSP194296<br />Al Jazeera: http://english.</p>","BBC"," http://news.bbc.co.uk/2/hi/south_asia/8273997.stm","AP"," http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9ATSGO00","Reuters"," http://www.reuters.com/article/latestCrisis/idUSSP194296","Al Jazeera"," http://english.",,,,,,,"<a href=' http://news.bbc.co.uk/2/hi/south_asia/8273997.stm'>BBC</a>, <a href=' http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9ATSGO00'>AP</a>, <a href=' http://www.reuters.com/article/latestCrisis/idUSSP194296'>Reuters</a>, <a href=' http://english.'>Al Jazeera</a>","Between 3 and 12",,,"Between 3 and 12","0",
"87","Pakistan","9/29/2009","Sararogha","2009","South Waziristan","0",,,"5","6","5.5",,,,,,,"5","6","5.5","Obama","0","1","0","Compound","Irfan Mehsud, local Taliban commander","Taliban","32.493546","70.023422","Federally Administered Tribal Areas",,,"894","<p>AP: http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9B0T6K00<br />Geo TV: http://geo.tv/9-29-2009/49938.htm<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5gZEDyFl6YV5tVp3MQ0Hdu2-gucmw<br />Reuters: http://www.w</p>","AP"," http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9B0T6K00","Geo TV"," http://geo.tv/9-29-2009/49938.htm","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5gZEDyFl6YV5tVp3MQ0Hdu2-gucmw","Reuters"," http://www.w",,,,,,,"<a href=' http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9B0T6K00'>AP</a>, <a href=' http://geo.tv/9-29-2009/49938.htm'>Geo TV</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5gZEDyFl6YV5tVp3MQ0Hdu2-gucmw'>AFP</a>, <a href=' http://www.w'>Reuters</a>","Between 5 and 6",,,"Between 5 and 6","0",
"88","Pakistan","9/29/2009","Danda Darpakhel","2009","North Waziristan","0",,,"1","3","2","4","4","4",,,,"5","7","6","Obama","0","1","0","House",,"Taliban","32.997723","70.041962","Federally Administered Tribal Areas",,,"895","<p>AFP: http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9B11FQG0<br />Geo TV: http://geo.tv/9-29-2009/49953.htm<br />BBC: http://news.bbc.co.uk/2/hi/south_asia/8280971.stm<br />The Nation Pakistan: http://www.nation.com.pk/paki</p>","AFP"," http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9B11FQG0","Geo TV"," http://geo.tv/9-29-2009/49953.htm","BBC"," http://news.bbc.co.uk/2/hi/south_asia/8280971.stm","The Nation Pakistan"," http://www.nation.com.pk/paki",,,,,,,"<a href=' http://www.google.com/hostednews/ap/article/ALeqM5hkiMxbHNH0BqgpWA2ZG6VD6wVTmAD9B11FQG0'>AFP</a>, <a href=' http://geo.tv/9-29-2009/49953.htm'>Geo TV</a>, <a href=' http://news.bbc.co.uk/2/hi/south_asia/8280971.stm'>BBC</a>, <a href=' http://www.nation.com.pk/paki'>The Nation Pakistan</a>","Between 1 and 3","4",,"Between 5 and 7","0",
"89","Pakistan","9/30/2009","Norak, 12 miles east of Miram Shah","2009","North Waziristan","0",,,"5","9","7",,,,,,,"5","9","7","Obama","0","1","0","Compound",,"Taliban","32.989082","70.328293","Federally Administered Tribal Areas",,,"896","<p>Geo TV: http://geo.tv/9-30-2009/50011.htm<br />Reuters: http://www.reuters.com/article/gc05/idUSTRE58Q0N020090930<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5jd5qX7OHiaPmm_5Kyg3f5tnIUP5Q<br />The Nation Pakistan: http://www.nation.com.pk/</p>","Geo TV"," http://geo.tv/9-30-2009/50011.htm","Reuters"," http://www.reuters.com/article/gc05/idUSTRE58Q0N020090930","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5jd5qX7OHiaPmm_5Kyg3f5tnIUP5Q","The Nation Pakistan"," http://www.nation.com.pk/",,,,,,,"<a href=' http://geo.tv/9-30-2009/50011.htm'>Geo TV</a>, <a href=' http://www.reuters.com/article/gc05/idUSTRE58Q0N020090930'>Reuters</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5jd5qX7OHiaPmm_5Kyg3f5tnIUP5Q'>AFP</a>, <a href=' http://www.nation.com.pk/'>The Nation Pakistan</a>","Between 5 and 9",,,"Between 5 and 9","0",
"90","Pakistan","10/15/2009","Dandey Darpa Khel","2009","North Waziristan","0",,,"4","4","4",,,,,,,"4","4","4","Obama","0","1","0","Compound",,"Haqqani Network","32.989658","70.030975","Federally Administered Tribal Areas",,,"897","<p>BBC: http://news.bbc.co.uk/2/hi/south_asia/8308157.stm<br />Geo TV: http://geo.tv/10-15-2009/50961.htm<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5is5qBp_wZRbzXkwvgZBf-NMo_IEA<br />Reuters: http://www.reuters.com/article/featuredCrisis/id</p>","BBC"," http://news.bbc.co.uk/2/hi/south_asia/8308157.stm","Geo TV"," http://geo.tv/10-15-2009/50961.htm","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5is5qBp_wZRbzXkwvgZBf-NMo_IEA","Reuters"," http://www.reuters.com/article/featuredCrisis/id",,,,,,,"<a href=' http://news.bbc.co.uk/2/hi/south_asia/8308157.stm'>BBC</a>, <a href=' http://geo.tv/10-15-2009/50961.htm'>Geo TV</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5is5qBp_wZRbzXkwvgZBf-NMo_IEA'>AFP</a>, <a href=' http://www.reuters.com/article/featuredCrisis/id'>Reuters</a>","4",,,"4","0",
"91","Pakistan","10/21/2009","Spalaga","2009","North Waziristan","1","Abu Musa al Masri","Abu Musa al Masri was an al Qaeda explosive expert and trainer","4","4","4",,,,,,,"4","4","4","Obama","0","1","0","Unclear",,"Al-Qaeda","32.8935","69.6955","Federally Administered Tribal Areas",,,"898","<p>AFP: http://www.google.com/hostednews/afp/article/ALeqM5j4Aujtd_4gYKClfcLB179uz5m14g<br />Dawn: http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/18-us-strike-on-suspected-militant-hideout-kills-four-am-01<br />Dawn: http://www.d</p>","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5j4Aujtd_4gYKClfcLB179uz5m14g","Dawn"," http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/18-us-strike-on-suspected-militant-hideout-kills-four-am-01","Dawn"," http://www.d","The Australian","http://www.theaustralian.com.au/news/world/us-drone-takes-out-al-qaida-kingpin/news-story/d704845ac21cb035423612ece8a1551b",,,,,,,"<a href=' http://www.google.com/hostednews/afp/article/ALeqM5j4Aujtd_4gYKClfcLB179uz5m14g'>AFP</a>, <a href=' http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/18-us-strike-on-suspected-militant-hideout-kills-four-am-01'>Dawn</a>, <a href=' http://www.d'>Dawn</a>, <a href='http://www.theaustralian.com.au/news/world/us-drone-takes-out-al-qaida-kingpin/news-story/d704845ac21cb035423612ece8a1551b'>The Australian</a>","4",,,"4","0.25",
"92","Pakistan","10/24/2009","Damadola Bajaur","2009","Khyber Pakhtunkhwa","0",,,"15","24","19.5",,,,,,,"15","24","19.5","Obama","0","1","0","Gathering","Maulana Faqir Mohammed, Taliban commander of Bajaur","Taliban","34.818878","71.500397","Khyber Pakhtunkhwa",,,"899","<p>CNN: http://edition.cnn.com/2009/WORLD/asiapcf/10/25/pakistan.helicopter.crash/<br />Daily Times: http://www.dailytimes.com.pk/default.asp?page=2009%5C10%5C25%5Cstory_25-10-2009_pg1_3<br />The Nation (Pakistan): http://www.nation.com.pk/pakistan-news-news</p>","CNN"," http://edition.cnn.com/2009/WORLD/asiapcf/10/25/pakistan.helicopter.crash/","Daily Times"," http://www.dailytimes.com.pk/default.asp?page=2009%5C10%5C25%5Cstory_25-10-2009_pg1_3","The Nation (Pakistan)"," http://www.nation.com.pk/pakistan-news-news",,,,,,,,,"<a href=' http://edition.cnn.com/2009/WORLD/asiapcf/10/25/pakistan.helicopter.crash/'>CNN</a>, <a href=' http://www.dailytimes.com.pk/default.asp?page=2009%5C10%5C25%5Cstory_25-10-2009_pg1_3'>Daily Times</a>, <a href=' http://www.nation.com.pk/pakistan-news-news'>The Nation (Pakistan)</a>","Between 15 and 24",,,"Between 15 and 24","0",
"93","Pakistan","11/5/2009","Norak, near Mir Ali","2009","North Waziristan","0",,,"4","4","4",,,,,,,"4","4","4","Obama","0","1","0","House","Musharaf Gul, local militant","Taliban","33.0116","70.0557","Federally Administered Tribal Areas",,,"900","<p>AFP: http://news.yahoo.com/s/afp/20091105/wl_asia_afp/pakistanunrestusmissile<br />Geo TV: http://geo.tv/11-5-2009/52403.htm<br />Dawn: http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/provinces/12-suspected+us+missile+strike+in</p>","AFP"," http://news.yahoo.com/s/afp/20091105/wl_asia_afp/pakistanunrestusmissile","Geo TV"," http://geo.tv/11-5-2009/52403.htm","Dawn"," http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/provinces/12-suspected+us+missile+strike+in",,,,,,,,,"<a href=' http://news.yahoo.com/s/afp/20091105/wl_asia_afp/pakistanunrestusmissile'>AFP</a>, <a href=' http://geo.tv/11-5-2009/52403.htm'>Geo TV</a>, <a href=' http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/provinces/12-suspected+us+missile+strike+in'>Dawn</a>","4",,,"4","0",
"94","Pakistan","11/18/2009","Shanakhora, 12 miles west of Miram Shah","2009","North Waziristan","0",,,"4","4","4",,,,,,,"4","4","4","Obama","0","1","0","Compound",,"Taliban","33.010967","69.831848","Federally Administered Tribal Areas",,,"901","<p>Reuters: http://www.nytimes.com/2011/06/09/world/asia/09pakistan.html<br />AFP: http://tribune.com.pk/story/184722/drone-strike-kills-19-in-north-waziristan/<br />Geo TV: http://edition.cnn.com/2011/WORLD/asiapcf/06/08/pakistan.drone.attack/<br />: http:/</p>","Reuters"," http://www.nytimes.com/2011/06/09/world/asia/09pakistan.html","AFP"," http://tribune.com.pk/story/184722/drone-strike-kills-19-in-north-waziristan/","Geo TV"," http://edition.cnn.com/2011/WORLD/asiapcf/06/08/pakistan.drone.attack/",," http:/",,,,,,,"<a href=' http://www.nytimes.com/2011/06/09/world/asia/09pakistan.html'>Reuters</a>, <a href=' http://tribune.com.pk/story/184722/drone-strike-kills-19-in-north-waziristan/'>AFP</a>, <a href=' http://edition.cnn.com/2011/WORLD/asiapcf/06/08/pakistan.drone.attack/'>Geo TV</a>","4",,,"4","0",
"95","Pakistan","11/20/2009","Palooseen Village in Mir Ali","2009","North Waziristan","0",,,"8","8","8",,,,,,,"8","8","8","Obama","0","1","0","Compound",,"Taliban","33.002331","70.290527","Federally Administered Tribal Areas",,,"902","<p>AP: http://www.nytimes.com/2011/06/09/world/asia/09pakistan.html<br />Reuters: http://tribune.com.pk/story/184722/drone-strike-kills-19-in-north-waziristan/<br />Dawn: http://edition.cnn.com/2011/WORLD/asiapcf/06/08/pakistan.drone.attack/<br />AFP: http:/</p>","AP"," http://www.nytimes.com/2011/06/09/world/asia/09pakistan.html","Reuters"," http://tribune.com.pk/story/184722/drone-strike-kills-19-in-north-waziristan/","Dawn"," http://edition.cnn.com/2011/WORLD/asiapcf/06/08/pakistan.drone.attack/","AFP"," http:/",,,,,,,"<a href=' http://www.nytimes.com/2011/06/09/world/asia/09pakistan.html'>AP</a>, <a href=' http://tribune.com.pk/story/184722/drone-strike-kills-19-in-north-waziristan/'>Reuters</a>, <a href=' http://edition.cnn.com/2011/WORLD/asiapcf/06/08/pakistan.drone.attack/'>Dawn</a>, <a href=' http:/'>AFP</a>","8",,,"8","0",
"96","Pakistan","12/8/2009","Aspalga Village, 7 miles southeast of Miram Shah","2009","North Waziristan","1","Saleh al-Somali","Reportedly Saleh al-Somali was an Al Qaeda chief of operations and part of al Qaeda's core leadership cadre.","3","3","3",,,,,,,"3","3","3","Obama","0","1","0","Vehicle",,"Al-Qaeda","32.869205","70.133972","Federally Administered Tribal Areas",,"Reportedly 3 militants were injured in this attack.","903","<li>CNN: <a href=""http://www.cnn.com/2009/WORLD/asiapcf/12/11/pakistan.qaeda.operative/CBS"" target=""_blank"">http://www.cnn.com/2009/WORLD/asiapcf/12/11/pakistan.qaeda.operative/CBS</a></li>\n <li>Reuters: <a href=""http://www.reuters.com/article/us-pakistan-missile-idUSTRE5B709320091208"" target=""_blank"">http://www.reuters.com/article/us-pakistan-missile-idUSTRE5B709320091208</a></li>\n <li>China daily: <a href=""http://www.chinadaily.com.cn/world/2010-01/07/content_9281432.htm"" target=""_blank"">http://www.chinadaily.com.cn/world/2010-01/07/content_9281432.htm</a></li>\n <li>cbsnews: <a href=""http://www.cbsnews.com/news/al-qaedas-yemen-connection-may-be-dead/#ixzz1Q1FcbOo5"" target=""_blank"">http://www.cbsnews.com/news/al-qaedas-yemen-connection-may-be-dead/#ixzz1Q1FcbOo5</a></li>\n <li>nytimes: <a href=""http://www.nytimes.com/2009/12/12/world/asia/12drone.html"" target=""_blank"">http://www.nytimes.com/2009/12/12/world/asia/12drone.html</a></li>\n <li>dawn: <a href=""http://www.dawn.com/news/847964/three-killed-in-us-drone-attack"" target=""_blank"">http://www.dawn.com/news/847964/three-killed-in-us-drone-attack</a></li>\n <li>BBC: <a href=""http://news.bbc.co.uk/2/hi/8400800.stm"" target=""_blank"">http://news.bbc.co.uk/2/hi/8400800.stm</a></li>","CNN","http://www.cnn.com/2009/WORLD/asiapcf/12/11/pakistan.qaeda.operative/index.html","\nCBS News"," http://www.cbsnews.com/news/al-qaedas-yemen-connection-may-be-dead/#ixzz1Q1FcbOo5 target=_blank","\nNew York Times","http://www.nytimes.com/2009/12/12/world/asia/12drone.html","\nDawn"," http://www.dawn.com/news/847964/three-killed-in-us-drone-attack target=_blank","\nBBC","http://news.bbc.co.uk/2/hi/8409228.stm",,,,,"<a href='http://www.cnn.com/2009/WORLD/asiapcf/12/11/pakistan.qaeda.operative/index.html'>CNN</a>, <a href=' http://www.cbsnews.com/news/al-qaedas-yemen-connection-may-be-dead/#ixzz1Q1FcbOo5 target=_blank'>\nCBS News</a>, <a href='http://www.nytimes.com/2009/12/12/world/asia/12drone.html'>\nNew York Times</a>, <a href=' http://www.dawn.com/news/847964/three-killed-in-us-drone-attack target=_blank'>\nDawn</a>, <a href='http://news.bbc.co.uk/2/hi/8409228.stm'>\nBBC</a>","3",,,"3","0.3333333333",
"97","Pakistan","12/17/2009","Deegan village","2009","North Waziristan","0",,,"4","14","9",,,,,,,"4","14","9","Obama","0","1","0","Vehicle",,"Taliban","32.821903","69.979477","Federally Administered Tribal Areas",,,"905","<p>BBC: http://news.bbc.co.uk/2/hi/south_asia/8417756.stm<br />CNN: http://edition.cnn.com/2009/WORLD/asiapcf/12/17/pakistan.drone/<br />Geo: http://geo.tv/12-17-2009/54938.htm<br />AP: http://news.yahoo.com/s/ap/20091217/ap_on_re_as/as_pakistan<br />Pajhwok</p>","BBC"," http://news.bbc.co.uk/2/hi/south_asia/8417756.stm","CNN"," http://edition.cnn.com/2009/WORLD/asiapcf/12/17/pakistan.drone/","Geo"," http://geo.tv/12-17-2009/54938.htm","AP"," http://news.yahoo.com/s/ap/20091217/ap_on_re_as/as_pakistan","Pajhwok",,,,,,"<a href=' http://news.bbc.co.uk/2/hi/south_asia/8417756.stm'>BBC</a>, <a href=' http://edition.cnn.com/2009/WORLD/asiapcf/12/17/pakistan.drone/'>CNN</a>, <a href=' http://geo.tv/12-17-2009/54938.htm'>Geo</a>, <a href=' http://news.yahoo.com/s/ap/20091217/ap_on_re_as/as_pakistan'>AP</a>","Between 4 and 14",,,"Between 4 and 14","0",
"98","Pakistan","12/17/2009","Godaivalla, in Datta Khel","2009","North Waziristan","1","Zuhaib al-Zahibi","Zuhaib al-Zahibi was an Al Qaeda commander in North Waziristan.","2","2","2","13","16","14.5",,,,"15","18","16.5","Obama","0","1","0","House",,"Al-Qaeda","32.989082","69.693146","Federally Administered Tribal Areas",,,"904","<li>BBC: <a href=""http://news.bbc.co.uk/2/hi/south_asia/8417756.stmCNN"" target=""_blank"">http://news.bbc.co.uk/2/hi/south_asia/8417756.stmCNN</a></li>\n <li>Aljazeera: <a href=""http://www.aljazeera.com/news/asia/2009/12/200912171478572719.html"" target=""_blank"">http://www.aljazeera.com/news/asia/2009/12/200912171478572719.html</a></li>\n <li>CNN: <a href=""http://edition.cnn.com/2009/WORLD/asiapcf/12/17/pakistan.drone/"" target=""_blank"">http://edition.cnn.com/2009/WORLD/asiapcf/12/17/pakistan.drone/</a></li>\n <li>washingtonpost: <a href=""http://www.washingtonpost.com/wp-dyn/content/article/2009/12/17/AR2009121702442_pf.html"" target=""_blank"">http://www.washingtonpost.com/wp-dyn/content/article/2009/12/17/AR2009121702442_pf.html</a></li>\n <li>longwarjournal: <a href=""http://www.longwarjournal.org/archives/2009/12/al_qaeda_shadow_army_1.php#ixzz1Q58F6NCx"" target=""_blank"">http://www.longwarjournal.org/archives/2009/12/al_qaeda_shadow_army_1.php#ixzz1Q58F6NCx</a></li>\n <li>nation: <a href=""http://nation.com.pk/islamabad/17-Dec-2009/10-killed-as-US-drone-strikes-7-missiles-in-NWaziristan"" target=""_blank"">http://nation.com.pk/islamabad/17-Dec-2009/10-killed-as-US-drone-strikes-7-missiles-in-NWaziristan</a></li>\n <li>spacewar: <a href=""http://www.spacewar.com/reports/14_killed_in_US_drone_strikes_in_NW_Pakistan_officials_999.html"" target=""_blank"">http://www.spacewar.com/reports/14_killed_in_US_drone_strikes_in_NW_Pakistan_officials_999.html</a></li>","Washington Post","http://www.washingtonpost.com/wp-dyn/content/article/2009/12/17/AR2009121702442_pf.html target=_blank","\n Aljazeera"," http://www.aljazeera.com/news/asia/2009/12/200912171478572719.html target=_blank","Dawn","https://www.dawn.com/news/594337/two-killed-in-north-waziristan-drone-strike","CNN","http://www.cnn.com/2009/WORLD/asiapcf/12/17/pakistan.drone/index.html",,,,,,,"<a href='http://www.washingtonpost.com/wp-dyn/content/article/2009/12/17/AR2009121702442_pf.html target=_blank'>Washington Post</a>, <a href=' http://www.aljazeera.com/news/asia/2009/12/200912171478572719.html target=_blank'>\n Aljazeera</a>, <a href='https://www.dawn.com/news/594337/two-killed-in-north-waziristan-drone-strike'>Dawn</a>, <a href='http://www.cnn.com/2009/WORLD/asiapcf/12/17/pakistan.drone/index.html'>CNN</a>","2","Between 13 and 16",,"Between 15 and 18","0.06060606061",
"99","Pakistan","12/18/2009","Babrak Ziarat, near Wazgai village of Datta Khel Tehsil","2009","North Waziristan","0",,,"3","8","5.5",,,,,,,"3","8","5.5","Obama","0","1","0","Funeral",,"Taliban","32.98505","69.739151","Federally Administered Tribal Areas",,,"906","<p>The News: http://www.thenews.com.pk/top_story_detail.asp?Id=26148<br />Dawn: http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-two-killed-in-suspected-us-drone-strike-ss-04<br />AFP: http://online.wsj.com/article/BT-CO-2009121</p>","The News"," http://www.thenews.com.pk/top_story_detail.asp?Id=26148","Dawn"," http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-two-killed-in-suspected-us-drone-strike-ss-04","AFP"," http://online.wsj.com/article/BT-CO-2009121",,,,,,,,,"<a href=' http://www.thenews.com.pk/top_story_detail.asp?Id=26148'>The News</a>, <a href=' http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-two-killed-in-suspected-us-drone-strike-ss-04'>Dawn</a>, <a href=' http://online.wsj.com/article/BT-CO-2009121'>AFP</a>","Between 3 and 8",,,"Between 3 and 8","0",
"100","Pakistan","12/26/2009","Babar Raghzai area of the Saidgi village, 4 miles north of Miram Shah","2009","North Waziristan","0",,,"0","0","0","3","14","8.5","0","0","0","3","14","8.5","Obama","0","1","0","House","Asmatullah, local tribesman","Taliban","33.07716","70.069427","Federally Administered Tribal Areas",,,"907","<p>AP: http://news.yahoo.com/s/ap/20091226/ap_on_re_as/as_pakistan<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5iYkIs8AzN2l8ShYbCQicVxY4YkSA<br />AJE: http://english.aljazeera.net/news/asia/2009/12/20091226153246297157.html<br />Nation: http:</p>","AP"," http://news.yahoo.com/s/ap/20091226/ap_on_re_as/as_pakistan","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5iYkIs8AzN2l8ShYbCQicVxY4YkSA","AJE"," http://english.aljazeera.net/news/asia/2009/12/20091226153246297157.html","Nation"," http:",,,,,,,"<a href=' http://news.yahoo.com/s/ap/20091226/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5iYkIs8AzN2l8ShYbCQicVxY4YkSA'>AFP</a>, <a href=' http://english.aljazeera.net/news/asia/2009/12/20091226153246297157.html'>AJE</a>, <a href=' http:'>Nation</a>",,"Between 3 and 14",,"Between 3 and 14","0",
"101","Pakistan","12/31/2009","Machi Khel, 20 km west of Miram Shah","2009","North Waziristan","1","Haji Omar Khan","Taliban commander in Mir Ali","1","1","1","2","4","3",,,,"3","5","4","Obama","0","1","0","Compound","Karim Khan, local tribesman","Al-Qaeda","33.009815","69.808502","Federally Administered Tribal Areas",,,"708","<p>Online News of Pakistan: http://www.onlinenews.com.pk/details.php?id=156331<br />The News: http://www.thenews.com.pk/top_story_detail.asp?Id=26439<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5hob3b1MoWI6iNc0L3gcVwvgkZ3nA<br />CNN: http://e</p>","Dawn","https://www.dawn.com/news/947462/five-killed-in-waziristan-drone-attack","CNN","http://edition.cnn.com/2010/WORLD/asiapcf/01/01/pakistan.drone/","Christian Science Monitor","http://www.csmonitor.com/World/Security-Watch/2014/0220/Why-a-Pakistani-reporter-is-suing-the-CIA-for-murder",,,,,,,,,"<a href='https://www.dawn.com/news/947462/five-killed-in-waziristan-drone-attack'>Dawn</a>, <a href='http://edition.cnn.com/2010/WORLD/asiapcf/01/01/pakistan.drone/'>CNN</a>, <a href='http://www.csmonitor.com/World/Security-Watch/2014/0220/Why-a-Pakistani-reporter-is-suing-the-CIA-for-murder'>Christian Science Monitor</a>","1","Between 2 and 4",,"Between 3 and 5","0.25",
